pedido_id,data,vendedor,categoria,valor,status
501,2025-07-03,Maria,Livros,768.82,Concluído
502,2025-10-07,Carlos,Roupas,609.48,Em andamento
503,2026-05-27,Julia,Casa,1146.2,Concluído
504,2026-04-01,Ana,Beleza,231.69,Em andamento
505,2025-10-02,Ana,Eletrônicos,354.26,Concluído
506,2025-07-31,João,Esportes,1462.21,Concluído
507,2026-04-02,Pedro,Livros,589.59,Concluído
508,2026-04-12,Julia,Roupas,1020.49,Cancelado
509,2026-01-25,João,Livros,263.89,Concluído
510,2026-01-18,João,Roupas,775.36,Concluído
511,2025-12-13,João,Livros,1391.97,Concluído
512,2025-09-03,Ana,Beleza,97.12,Cancelado
513,2026-05-27,Julia,Casa,47.01,Cancelado
514,2025-08-13,Maria,Casa,1043.68,Cancelado
515,2025-11-13,Ana,Roupas,251.19,Em andamento
516,2025-06-22,Carlos,Livros,606.22,Concluído
517,2025-09-13,Pedro,Roupas,1443.04,Cancelado
518,2025-07-19,João,Casa,1079.85,Cancelado
519,2026-04-01,João,Livros,887.29,Concluído
520,2026-04-02,Carlos,Casa,1335.16,Concluído
521,2025-10-15,Julia,Esportes,1107.5,Concluído
522,2025-06-24,Carlos,Casa,359.16,Cancelado
523,2026-03-21,Julia,Roupas,986.14,Concluído
524,2026-05-28,Carlos,Eletrônicos,828.81,Concluído
525,2026-05-03,Julia,Esportes,725.35,Concluído
526,2025-11-08,Julia,Casa,82.69,Concluído
527,2025-09-09,João,Eletrônicos,1312.84,Concluído
528,2025-08-27,João,Roupas,822.16,Concluído
529,2026-06-04,Pedro,Casa,651.65,Concluído
530,2026-05-21,Pedro,Livros,879.73,Em andamento
531,2026-01-23,Carlos,Roupas,1073.93,Concluído
532,2025-10-19,Maria,Livros,956.51,Concluído
533,2025-09-27,Carlos,Eletrônicos,35.24,Concluído
534,2025-10-28,Maria,Roupas,211.58,Em andamento
535,2026-01-31,Ana,Eletrônicos,595.57,Cancelado
536,2025-08-13,João,Beleza,518.93,Em andamento
537,2026-02-25,Carlos,Roupas,534.72,Concluído
538,2025-09-20,Carlos,Beleza,618.27,Concluído
539,2026-01-21,Pedro,Esportes,712.04,Cancelado
540,2026-05-21,Julia,Beleza,767.19,Concluído
541,2026-01-27,Carlos,Livros,979.04,Concluído
542,2025-10-05,Julia,Esportes,980.1,Concluído
543,2026-04-15,Julia,Casa,73.83,Concluído
544,2026-04-03,Julia,Esportes,847.78,Concluído
545,2026-05-03,Julia,Casa,211.3,Concluído
546,2025-06-22,Ana,Roupas,22.64,Em andamento
547,2025-09-20,Pedro,Roupas,1102.15,Concluído
548,2025-12-20,Pedro,Casa,423.57,Cancelado
549,2025-11-17,João,Roupas,664.12,Em andamento
550,2025-09-14,Julia,Casa,710.45,Concluído
551,2025-07-12,Ana,Beleza,556.1,Concluído
552,2025-06-13,Ana,Eletrônicos,536.47,Cancelado
553,2026-02-19,Maria,Eletrônicos,899.46,Concluído
554,2025-12-03,Ana,Livros,1202.28,Concluído
555,2025-07-12,Ana,Roupas,416.62,Concluído
556,2025-06-15,Julia,Roupas,111.33,Concluído
557,2025-06-11,Pedro,Beleza,826.52,Concluído
558,2025-12-27,João,Livros,1292.82,Concluído
559,2026-02-14,João,Esportes,957.73,Concluído
560,2025-10-25,João,Casa,605.89,Concluído
561,2026-01-18,Ana,Esportes,613.05,Concluído
562,2025-09-25,Maria,Livros,1368.82,Concluído
563,2025-11-15,Julia,Esportes,957.74,Concluído
564,2026-05-11,Maria,Eletrônicos,429.72,Concluído
565,2026-03-15,Carlos,Roupas,866.02,Cancelado
566,2025-06-14,Julia,Livros,564.34,Concluído
567,2025-09-21,Maria,Livros,743.42,Concluído
568,2026-03-08,Carlos,Esportes,138.19,Concluído
569,2025-07-16,Carlos,Casa,1056.69,Concluído
570,2025-06-10,Pedro,Casa,390.98,Concluído
571,2026-02-04,Pedro,Livros,38.22,Concluído
572,2026-05-31,Pedro,Esportes,685.34,Concluído
573,2025-11-16,Julia,Beleza,1333.61,Concluído
574,2026-02-14,Ana,Casa,719.06,Concluído
575,2026-01-21,Carlos,Roupas,419.19,Concluído
576,2026-01-04,Pedro,Beleza,79.81,Concluído
577,2026-04-21,Julia,Roupas,1476.72,Em andamento
578,2026-03-01,Maria,Esportes,1166.95,Concluído
579,2025-09-09,Ana,Casa,1146.15,Em andamento
580,2025-08-11,Ana,Roupas,598.09,Concluído
581,2026-05-29,João,Casa,439.45,Concluído
582,2026-04-19,Julia,Eletrônicos,1238.23,Em andamento
583,2026-01-11,Ana,Esportes,471.94,Cancelado
584,2025-07-17,Julia,Beleza,510.65,Concluído
585,2026-03-10,Julia,Livros,771.56,Concluído
586,2025-12-10,Ana,Beleza,1145.57,Concluído
587,2025-11-04,João,Roupas,639.8,Concluído
588,2025-11-24,Pedro,Casa,517.18,Concluído
589,2025-06-19,Julia,Roupas,486.75,Concluído
590,2025-08-27,Pedro,Eletrônicos,1244.48,Concluído
591,2026-04-06,Ana,Casa,909.9,Concluído
592,2025-06-22,Julia,Beleza,631.96,Cancelado
593,2026-02-09,Carlos,Eletrônicos,1120.42,Em andamento
594,2026-01-31,Ana,Casa,893.65,Em andamento
595,2026-05-17,Julia,Beleza,1054.93,Em andamento
596,2026-04-08,Pedro,Eletrônicos,899.77,Concluído
597,2025-07-24,João,Livros,1330.68,Concluído
598,2025-10-25,Julia,Beleza,1471.26,Cancelado
599,2025-07-15,Ana,Roupas,408.86,Concluído
600,2026-03-21,Ana,Livros,803.81,Concluído
601,2025-07-14,Pedro,Eletrônicos,705.12,Concluído
602,2026-03-27,João,Livros,603.66,Cancelado
603,2025-12-14,Maria,Roupas,139.48,Concluído
604,2026-04-24,Carlos,Casa,1397.65,Concluído
605,2025-10-18,Ana,Eletrônicos,523.15,Cancelado
606,2025-09-17,Carlos,Casa,158.76,Em andamento
607,2025-08-03,Pedro,Roupas,1267.36,Cancelado
608,2026-02-17,Carlos,Casa,660.52,Concluído
609,2026-01-28,Ana,Esportes,595.57,Concluído
610,2025-09-30,João,Esportes,1350.2,Concluído
611,2025-11-18,João,Livros,321.89,Concluído
612,2025-06-23,Pedro,Eletrônicos,1398.49,Cancelado
613,2026-02-08,Julia,Casa,63.18,Em andamento
614,2025-09-02,Maria,Casa,755.39,Concluído
615,2025-08-15,Julia,Esportes,352.0,Em andamento
616,2026-04-29,Carlos,Eletrônicos,1149.0,Concluído
617,2026-04-22,Ana,Beleza,938.99,Concluído
618,2026-05-26,Maria,Livros,848.44,Concluído
619,2026-02-03,Ana,Casa,1210.33,Concluído
620,2025-09-30,Carlos,Eletrônicos,1107.82,Concluído
621,2026-02-06,Ana,Livros,254.04,Concluído
622,2025-08-15,Julia,Casa,1351.41,Concluído
623,2026-05-16,Carlos,Livros,821.69,Concluído
624,2026-02-21,Pedro,Eletrônicos,879.01,Concluído
625,2025-11-23,Carlos,Casa,926.49,Concluído
626,2026-02-16,Pedro,Casa,673.82,Em andamento
627,2025-07-01,Pedro,Casa,1217.92,Concluído
628,2026-01-18,Ana,Livros,1198.66,Concluído
629,2025-08-31,Ana,Eletrônicos,802.51,Cancelado
630,2025-12-19,Ana,Livros,1200.96,Concluído
631,2026-04-13,João,Esportes,805.21,Concluído
632,2025-07-26,João,Eletrônicos,754.29,Concluído
633,2025-09-03,Maria,Roupas,58.41,Concluído
634,2025-12-28,Pedro,Beleza,1325.87,Concluído
635,2026-05-11,Carlos,Eletrônicos,1341.66,Concluído
636,2025-12-02,Carlos,Eletrônicos,168.92,Concluído
637,2026-03-19,Ana,Roupas,1092.36,Concluído
638,2025-10-16,Maria,Roupas,882.29,Concluído
639,2025-08-06,Maria,Beleza,564.63,Concluído
640,2025-11-21,Carlos,Eletrônicos,1014.33,Em andamento
641,2025-09-14,Maria,Livros,1231.01,Concluído
642,2025-06-27,João,Roupas,1217.61,Concluído
643,2025-10-07,Pedro,Livros,304.0,Concluído
644,2026-04-03,Julia,Livros,1471.75,Concluído
645,2025-12-20,Maria,Beleza,1112.82,Concluído
646,2026-04-26,Julia,Livros,1434.28,Concluído
647,2026-06-10,Julia,Eletrônicos,1246.4,Concluído
648,2026-03-30,João,Casa,1334.87,Concluído
649,2025-11-04,Maria,Livros,1034.39,Concluído
650,2026-01-17,Pedro,Beleza,88.84,Concluído
651,2025-12-29,João,Beleza,583.33,Cancelado
652,2026-02-25,Maria,Casa,1496.74,Cancelado
653,2025-07-13,Ana,Esportes,1488.26,Em andamento
654,2025-07-16,João,Casa,967.53,Concluído
655,2025-08-02,Ana,Casa,856.67,Em andamento
656,2025-10-13,Carlos,Beleza,62.05,Concluído
657,2026-05-31,Julia,Roupas,1098.48,Concluído
658,2025-11-21,Carlos,Livros,1017.15,Concluído
659,2026-04-10,Carlos,Livros,585.0,Concluído
660,2026-05-19,Carlos,Livros,1136.85,Concluído
661,2025-08-15,Carlos,Eletrônicos,803.42,Concluído
662,2026-05-21,Julia,Livros,254.18,Cancelado
663,2026-02-09,João,Roupas,730.67,Concluído
664,2025-06-12,Carlos,Eletrônicos,404.74,Concluído
665,2026-01-06,Ana,Esportes,1427.16,Concluído
666,2025-06-22,Julia,Roupas,926.48,Em andamento
667,2025-08-16,Ana,Esportes,213.8,Concluído
668,2026-05-21,Maria,Eletrônicos,1238.87,Concluído
669,2025-12-28,Ana,Esportes,518.79,Concluído
670,2025-09-16,Ana,Roupas,737.03,Cancelado
671,2025-08-27,Ana,Beleza,715.73,Concluído
672,2025-12-19,Ana,Beleza,408.98,Concluído
673,2026-05-04,Julia,Esportes,586.79,Concluído
674,2026-01-06,João,Esportes,506.27,Concluído
675,2025-11-13,Julia,Esportes,1309.84,Concluído
676,2026-04-01,Pedro,Roupas,1319.62,Concluído
677,2025-06-28,Maria,Casa,889.97,Concluído
678,2025-08-26,Maria,Livros,1280.49,Concluído
679,2025-12-24,Julia,Esportes,1046.68,Concluído
680,2026-03-21,Carlos,Eletrônicos,770.89,Cancelado
681,2026-03-25,João,Esportes,752.68,Concluído
682,2026-02-07,Julia,Eletrônicos,1232.63,Concluído
683,2026-02-24,Carlos,Beleza,1242.36,Concluído
684,2025-10-24,João,Beleza,84.65,Em andamento
685,2025-08-03,Maria,Eletrônicos,82.42,Concluído
686,2025-10-06,Carlos,Eletrônicos,155.78,Concluído
687,2025-09-30,Carlos,Livros,983.4,Cancelado
688,2026-06-09,Ana,Eletrônicos,236.28,Cancelado
689,2025-10-14,Ana,Roupas,1372.55,Concluído
690,2025-10-26,Carlos,Roupas,276.51,Concluído
691,2025-10-31,Carlos,Eletrônicos,969.36,Concluído
692,2025-08-18,Ana,Roupas,1468.54,Concluído
693,2026-01-20,Julia,Casa,1315.15,Concluído
694,2025-12-17,Maria,Eletrônicos,184.85,Em andamento
695,2026-02-14,João,Livros,787.35,Cancelado
696,2025-09-03,João,Casa,1196.41,Concluído
697,2026-01-25,João,Casa,826.12,Concluído
698,2025-09-11,Pedro,Casa,428.0,Concluído
699,2026-01-20,Pedro,Casa,618.64,Concluído
700,2026-04-16,João,Casa,1303.27,Concluído
701,2025-08-14,Ana,Livros,340.76,Concluído
702,2025-10-23,Pedro,Esportes,390.2,Concluído
703,2025-08-14,Pedro,Eletrônicos,54.44,Concluído
704,2025-10-09,Ana,Eletrônicos,420.6,Concluído
705,2025-12-22,Ana,Eletrônicos,1196.18,Concluído
706,2026-03-10,Pedro,Livros,311.15,Em andamento
707,2025-11-27,Julia,Roupas,530.07,Concluído
708,2025-11-23,João,Livros,1046.6,Concluído
709,2025-11-03,Maria,Casa,698.12,Concluído
710,2026-01-07,João,Esportes,1388.49,Concluído
711,2026-01-21,Pedro,Roupas,697.93,Cancelado
712,2026-04-27,Ana,Roupas,207.11,Concluído
713,2025-12-03,Maria,Eletrônicos,83.31,Concluído
714,2025-06-29,Maria,Livros,181.68,Concluído
715,2026-02-13,Carlos,Casa,1020.63,Concluído
716,2025-09-06,João,Beleza,236.78,Concluído
717,2026-05-15,João,Livros,316.08,Concluído
718,2025-11-04,João,Casa,1087.95,Concluído
719,2025-08-01,Pedro,Esportes,1450.6,Concluído
720,2026-03-21,Pedro,Eletrônicos,1341.73,Concluído
721,2026-01-04,Ana,Esportes,1308.57,Concluído
722,2025-09-23,Carlos,Livros,315.01,Concluído
723,2026-04-12,Maria,Roupas,1305.89,Concluído
724,2025-07-21,Pedro,Beleza,288.43,Concluído
725,2026-02-04,João,Roupas,808.16,Concluído
726,2026-06-05,Maria,Esportes,868.26,Cancelado
727,2025-07-25,João,Roupas,748.07,Concluído
728,2025-09-30,Carlos,Eletrônicos,1061.99,Concluído
729,2025-11-06,Maria,Livros,1161.38,Cancelado
730,2026-04-10,Pedro,Eletrônicos,202.48,Concluído
731,2025-11-03,Julia,Roupas,154.55,Concluído
732,2025-09-07,Pedro,Eletrônicos,479.58,Concluído
733,2025-11-08,Carlos,Roupas,214.33,Concluído
734,2025-07-14,Carlos,Roupas,896.33,Concluído
735,2025-12-10,Julia,Beleza,1458.69,Concluído
736,2026-04-05,Ana,Livros,213.29,Cancelado
737,2025-07-03,Julia,Roupas,323.38,Concluído
738,2025-10-18,Ana,Casa,338.98,Concluído
739,2025-11-15,Carlos,Esportes,1435.2,Concluído
740,2026-02-28,João,Beleza,1262.63,Concluído
741,2025-09-18,João,Beleza,387.23,Cancelado
742,2025-10-20,Carlos,Casa,1282.98,Concluído
743,2026-01-15,João,Casa,878.24,Concluído
744,2026-04-24,Carlos,Beleza,194.68,Concluído
745,2025-12-02,Julia,Livros,196.17,Cancelado
746,2025-08-25,Julia,Eletrônicos,171.42,Concluído
747,2025-11-08,João,Livros,493.67,Concluído
748,2025-06-29,Carlos,Casa,1468.4,Em andamento
749,2025-07-19,João,Casa,535.86,Cancelado
750,2025-09-11,Ana,Eletrônicos,623.58,Cancelado
751,2025-07-11,Carlos,Esportes,850.31,Concluído
752,2026-03-28,Maria,Roupas,917.9,Concluído
753,2026-01-03,Carlos,Esportes,496.65,Concluído
754,2026-01-11,Carlos,Eletrônicos,1385.94,Concluído
755,2026-04-04,Maria,Casa,962.76,Concluído
756,2025-12-21,João,Beleza,1391.94,Concluído
757,2025-07-16,Pedro,Roupas,819.85,Concluído
758,2025-07-27,Maria,Roupas,907.69,Concluído
759,2025-06-10,João,Beleza,187.27,Cancelado
760,2025-12-17,Maria,Roupas,191.66,Concluído
761,2025-08-09,Pedro,Roupas,738.43,Concluído
762,2025-09-19,Carlos,Casa,986.96,Concluído
763,2026-06-10,Maria,Roupas,1421.53,Cancelado
764,2026-04-29,Maria,Beleza,869.77,Concluído
765,2026-04-21,Maria,Eletrônicos,732.07,Concluído
766,2026-05-28,Pedro,Beleza,678.98,Concluído
767,2026-05-07,João,Eletrônicos,252.41,Concluído
768,2026-02-14,Maria,Beleza,1407.62,Concluído
769,2025-10-25,Maria,Esportes,534.5,Concluído
770,2026-03-12,Ana,Eletrônicos,1180.74,Concluído
771,2026-01-28,Carlos,Casa,479.35,Concluído
772,2025-09-28,João,Beleza,1383.89,Concluído
773,2025-06-16,Pedro,Livros,1334.7,Cancelado
774,2026-01-22,Julia,Esportes,305.27,Cancelado
775,2026-05-28,Maria,Roupas,1138.57,Cancelado
776,2025-08-06,Carlos,Livros,526.87,Concluído
777,2025-12-09,Maria,Esportes,223.77,Concluído
778,2025-10-25,Pedro,Beleza,1228.72,Concluído
779,2025-11-05,João,Livros,1110.16,Cancelado
780,2025-12-12,Pedro,Esportes,304.66,Em andamento
781,2025-09-25,Maria,Livros,1189.07,Concluído
782,2025-07-25,Carlos,Roupas,159.69,Concluído
783,2026-03-20,Pedro,Esportes,311.75,Concluído
784,2026-01-18,João,Beleza,141.31,Concluído
785,2025-11-13,Ana,Roupas,762.82,Concluído
786,2026-02-02,João,Esportes,448.81,Cancelado
787,2026-04-15,Pedro,Casa,1416.53,Concluído
788,2025-11-01,Pedro,Esportes,839.27,Concluído
789,2026-04-29,Pedro,Casa,1471.12,Concluído
790,2026-05-09,João,Esportes,1378.56,Cancelado
791,2026-05-17,Pedro,Livros,669.98,Concluído
792,2025-07-20,Maria,Beleza,1056.02,Concluído
793,2025-07-25,Julia,Esportes,1014.49,Concluído
794,2025-06-15,João,Esportes,311.06,Concluído
795,2025-07-06,Pedro,Eletrônicos,104.34,Concluído
796,2025-11-30,João,Beleza,868.49,Concluído
797,2025-09-10,Ana,Roupas,210.99,Concluído
798,2025-06-10,João,Livros,332.92,Em andamento
799,2026-04-04,Julia,Livros,1295.53,Concluído
800,2026-06-04,Ana,Roupas,1136.52,Concluído
801,2026-03-17,Pedro,Casa,92.62,Concluído
802,2025-07-05,Maria,Livros,431.75,Concluído
803,2025-12-24,João,Roupas,1476.57,Concluído
804,2026-01-22,Carlos,Eletrônicos,273.92,Concluído
805,2026-05-29,Carlos,Eletrônicos,756.55,Em andamento
806,2025-09-22,Maria,Roupas,352.85,Concluído
807,2026-04-10,Pedro,Casa,1038.05,Concluído
808,2026-06-01,Julia,Livros,47.48,Em andamento
809,2026-03-04,Julia,Beleza,1110.41,Cancelado
810,2026-02-14,Julia,Esportes,1077.76,Concluído
811,2025-08-25,Julia,Casa,353.97,Concluído
812,2025-12-07,João,Casa,525.48,Concluído
813,2026-02-01,Julia,Roupas,750.21,Cancelado
814,2025-08-10,João,Eletrônicos,421.73,Concluído
815,2025-11-03,Carlos,Beleza,834.41,Cancelado
816,2025-07-26,Ana,Beleza,205.02,Concluído
817,2025-10-07,Maria,Esportes,725.38,Cancelado
818,2025-07-27,Pedro,Beleza,86.73,Concluído
819,2025-08-21,Ana,Casa,21.09,Cancelado
820,2026-05-22,Ana,Esportes,419.72,Concluído
821,2025-11-14,Ana,Eletrônicos,1410.45,Concluído
822,2025-08-11,Ana,Eletrônicos,409.41,Cancelado
823,2025-11-21,João,Beleza,135.98,Concluído
824,2026-05-26,Pedro,Casa,235.18,Concluído
825,2026-05-24,Ana,Eletrônicos,1033.4,Cancelado
826,2026-02-05,Carlos,Roupas,1361.67,Concluído
827,2025-10-04,Maria,Roupas,733.4,Concluído
828,2025-06-15,Carlos,Beleza,880.4,Concluído
829,2026-05-01,Julia,Roupas,28.31,Concluído
830,2026-01-26,João,Roupas,812.2,Cancelado
831,2025-08-24,Ana,Esportes,375.57,Concluído
832,2025-07-22,Pedro,Casa,214.74,Concluído
833,2026-03-29,Julia,Beleza,67.15,Concluído
834,2025-08-02,Julia,Livros,203.09,Concluído
835,2025-06-20,Maria,Eletrônicos,959.08,Em andamento
836,2025-12-04,Carlos,Beleza,474.69,Concluído
837,2026-02-12,João,Livros,548.53,Em andamento
838,2025-11-02,Pedro,Casa,1320.7,Cancelado
839,2026-04-09,Julia,Casa,256.33,Concluído
840,2025-10-09,Julia,Livros,317.86,Concluído
841,2026-05-13,Ana,Roupas,1438.7,Concluído
842,2026-03-25,Maria,Esportes,340.33,Concluído
843,2026-02-16,Julia,Livros,1296.82,Cancelado
844,2026-02-10,Ana,Livros,829.37,Concluído
845,2026-01-22,Maria,Beleza,681.76,Concluído
846,2026-02-23,Maria,Eletrônicos,1015.19,Concluído
847,2025-10-18,Julia,Roupas,925.96,Concluído
848,2026-02-22,Pedro,Beleza,1295.21,Concluído
849,2026-03-02,João,Casa,412.05,Concluído
850,2025-08-31,João,Eletrônicos,676.53,Concluído
851,2025-11-06,Ana,Livros,508.12,Concluído
852,2025-11-27,Pedro,Eletrônicos,1009.68,Cancelado
853,2026-02-06,Maria,Casa,969.53,Concluído
854,2025-06-25,Carlos,Roupas,1082.66,Cancelado
855,2025-09-14,Carlos,Esportes,555.04,Concluído
856,2026-04-10,Pedro,Casa,670.29,Concluído
857,2026-03-14,João,Beleza,1037.35,Cancelado
858,2025-06-18,João,Casa,135.63,Concluído
859,2026-03-27,Carlos,Livros,82.92,Concluído
860,2025-06-29,Maria,Casa,727.44,Concluído
861,2026-01-15,Maria,Livros,309.15,Concluído
862,2026-04-28,Maria,Eletrônicos,228.19,Concluído
863,2025-07-20,Ana,Roupas,454.75,Concluído
864,2026-05-23,Pedro,Livros,1365.41,Concluído
865,2025-08-17,Maria,Roupas,1353.39,Concluído
866,2025-10-25,Ana,Esportes,850.6,Concluído
867,2026-04-25,Pedro,Esportes,1296.58,Concluído
868,2025-07-13,Ana,Eletrônicos,572.46,Concluído
869,2025-08-25,Ana,Casa,1256.42,Concluído
870,2026-03-19,Carlos,Roupas,1290.89,Cancelado
871,2025-12-20,Carlos,Esportes,242.86,Concluído
872,2026-06-10,Julia,Eletrônicos,972.15,Concluído
873,2026-03-13,João,Esportes,1105.15,Cancelado
874,2026-05-11,Julia,Livros,747.18,Concluído
875,2025-06-19,João,Livros,435.18,Cancelado
876,2026-01-26,João,Eletrônicos,813.65,Em andamento
877,2026-01-12,João,Roupas,290.25,Em andamento
878,2025-07-22,Ana,Roupas,131.55,Concluído
879,2025-07-24,Ana,Eletrônicos,1236.37,Concluído
880,2025-06-25,João,Roupas,1422.3,Concluído
881,2025-09-13,João,Roupas,1024.29,Concluído
882,2026-03-28,Pedro,Eletrônicos,934.45,Concluído
883,2025-10-29,Maria,Casa,395.43,Concluído
884,2025-08-20,Pedro,Casa,1416.06,Concluído
885,2025-06-29,Maria,Roupas,345.16,Concluído
886,2025-12-20,Maria,Livros,545.25,Concluído
887,2026-01-16,Julia,Roupas,158.65,Concluído
888,2026-04-01,João,Casa,1390.63,Concluído
889,2025-08-18,Carlos,Casa,1055.51,Concluído
890,2026-03-12,Julia,Roupas,1315.67,Concluído
891,2026-03-03,Pedro,Roupas,926.55,Concluído
892,2025-11-26,Ana,Eletrônicos,212.28,Cancelado
893,2025-07-04,Ana,Livros,1194.76,Cancelado
894,2026-03-18,João,Roupas,1194.13,Concluído
895,2025-11-15,João,Beleza,581.04,Concluído
896,2026-01-04,Julia,Eletrônicos,1414.17,Concluído
897,2025-08-07,Julia,Esportes,813.93,Concluído
898,2026-05-19,Pedro,Livros,461.32,Concluído
899,2026-04-30,João,Roupas,669.52,Concluído
900,2025-09-04,Julia,Casa,530.4,Cancelado
901,2025-10-12,Ana,Esportes,204.39,Concluído
902,2025-06-24,Carlos,Beleza,1463.1,Concluído
903,2026-01-24,Julia,Beleza,1348.92,Concluído
904,2026-06-08,Julia,Esportes,1119.19,Concluído
905,2025-10-07,João,Beleza,1293.3,Concluído
906,2025-11-06,Maria,Roupas,293.48,Concluído
907,2026-05-17,Carlos,Esportes,1116.86,Concluído
908,2026-02-01,Carlos,Casa,1027.96,Cancelado
909,2025-12-13,Ana,Casa,417.36,Cancelado
910,2025-08-19,Pedro,Roupas,832.06,Concluído
911,2026-03-14,Julia,Livros,787.22,Concluído
912,2026-04-03,Ana,Esportes,802.31,Concluído
913,2026-03-03,Ana,Eletrônicos,472.39,Concluído
914,2025-12-17,Ana,Esportes,634.53,Concluído
915,2025-07-29,João,Esportes,1411.45,Concluído
916,2025-10-12,Maria,Casa,1094.66,Cancelado
917,2026-01-16,Ana,Beleza,45.62,Concluído
918,2026-05-06,Pedro,Casa,1119.85,Concluído
919,2026-05-24,Julia,Esportes,1226.8,Concluído
920,2026-05-31,Maria,Esportes,1361.42,Concluído
921,2025-10-15,João,Casa,1208.78,Cancelado
922,2025-06-14,Pedro,Livros,483.07,Concluído
923,2026-01-21,Julia,Esportes,575.23,Concluído
924,2025-07-01,João,Eletrônicos,985.92,Concluído
925,2026-06-05,Carlos,Roupas,388.67,Concluído
926,2025-11-30,Carlos,Beleza,1431.38,Concluído
927,2026-02-24,João,Esportes,586.83,Cancelado
928,2025-09-08,João,Esportes,1302.73,Cancelado
929,2026-01-08,Carlos,Livros,143.58,Cancelado
930,2026-01-14,Julia,Esportes,686.0,Concluído
931,2026-03-13,João,Esportes,95.52,Cancelado
932,2026-02-03,Ana,Beleza,1479.8,Concluído
933,2025-07-11,Maria,Roupas,413.96,Concluído
934,2026-04-29,João,Roupas,931.06,Concluído
935,2025-07-26,Julia,Esportes,1486.67,Concluído
936,2026-04-23,Ana,Beleza,511.28,Concluído
937,2025-12-16,Pedro,Casa,1142.74,Em andamento
938,2026-05-16,Maria,Roupas,814.15,Concluído
939,2025-10-08,João,Beleza,289.36,Em andamento
940,2025-10-01,João,Beleza,482.65,Concluído
941,2025-09-21,Pedro,Livros,747.86,Concluído
942,2025-12-24,Julia,Beleza,1161.01,Concluído
943,2026-05-21,Ana,Beleza,597.06,Concluído
944,2025-11-16,João,Casa,1342.37,Concluído
945,2025-07-13,Ana,Eletrônicos,445.58,Concluído
946,2025-08-23,Ana,Casa,809.19,Concluído
947,2025-10-03,Carlos,Roupas,993.62,Concluído
948,2025-08-14,Pedro,Roupas,665.34,Concluído
949,2025-08-26,Ana,Eletrônicos,1277.36,Concluído
950,2025-09-13,Ana,Livros,460.46,Cancelado
951,2025-12-18,Pedro,Beleza,448.75,Concluído
952,2025-10-24,João,Esportes,708.6,Cancelado
953,2025-10-10,Pedro,Eletrônicos,1407.9,Concluído
954,2025-10-19,Julia,Roupas,725.09,Em andamento
955,2025-12-19,Pedro,Livros,1241.08,Concluído
956,2026-03-04,Ana,Esportes,359.76,Concluído
957,2026-05-17,Carlos,Casa,1090.25,Em andamento
958,2026-05-02,Maria,Esportes,512.64,Concluído
959,2026-05-07,Julia,Casa,1094.17,Concluído
960,2026-04-03,João,Livros,902.94,Concluído
961,2025-07-19,Pedro,Casa,1237.09,Concluído
962,2025-06-28,Julia,Roupas,478.04,Concluído
963,2026-04-19,João,Casa,343.2,Concluído
964,2026-03-28,Carlos,Livros,1084.78,Concluído
965,2026-02-22,João,Eletrônicos,699.55,Concluído
966,2025-07-15,Julia,Roupas,89.46,Concluído
967,2026-02-18,Maria,Casa,1175.05,Concluído
968,2025-08-10,Pedro,Esportes,468.58,Concluído
969,2025-08-15,Ana,Livros,840.29,Em andamento
970,2025-09-09,Ana,Livros,847.31,Concluído
971,2025-10-16,Pedro,Beleza,642.93,Concluído
972,2025-07-18,Carlos,Eletrônicos,1271.49,Concluído
973,2025-11-24,Ana,Livros,868.29,Concluído
974,2026-05-29,Pedro,Esportes,1044.39,Concluído
975,2026-04-02,Pedro,Livros,491.12,Concluído
976,2025-09-01,João,Casa,51.19,Concluído
977,2026-05-23,João,Eletrônicos,726.2,Concluído
978,2025-06-10,Ana,Beleza,659.62,Cancelado
979,2026-02-07,Julia,Esportes,1312.28,Concluído
980,2025-09-20,João,Casa,790.6,Concluído
981,2025-09-22,Ana,Eletrônicos,1303.84,Concluído
982,2025-08-29,João,Roupas,1242.23,Concluído
983,2025-08-31,Julia,Beleza,1444.2,Concluído
984,2025-09-03,Maria,Esportes,682.67,Cancelado
985,2026-01-02,Ana,Roupas,1288.45,Em andamento
986,2026-01-09,Maria,Eletrônicos,890.97,Concluído
987,2025-10-14,Pedro,Beleza,386.22,Concluído
988,2026-01-18,Maria,Livros,886.65,Em andamento
989,2025-07-21,João,Livros,447.68,Concluído
990,2026-05-17,Pedro,Eletrônicos,468.55,Concluído
991,2025-09-16,Julia,Eletrônicos,1035.93,Cancelado
992,2025-06-17,Julia,Roupas,1435.08,Concluído
993,2025-06-12,Pedro,Eletrônicos,1028.66,Cancelado
994,2025-11-01,Carlos,Roupas,215.55,Concluído
995,2026-01-24,Ana,Livros,574.43,Cancelado
996,2026-03-28,Julia,Beleza,1046.62,Em andamento
997,2026-06-06,Julia,Casa,599.05,Em andamento
998,2025-08-18,João,Livros,1021.13,Concluído
999,2026-03-27,Julia,Eletrônicos,822.86,Concluído
1000,2026-03-22,Carlos,Beleza,329.18,Cancelado
